dataset,config,config_label,seed,n_rows,n_features,outlier_rate,n_outliers,auc_roc,ap,f1,precision,recall,threshold,train_time_sec
23_mammography,F_caldm_j,CALDM-J (jointly cond.),72,11183,6,0.023249575248144506,260,0.7474133620659301,0.11279662561564154,0.21538461538461537,0.2153846153846154,0.2153846153846154,0.4525971756972386,44.092962980270386
23_mammography,F_caldm_j,CALDM-J (jointly cond.),888,11183,6,0.023249575248144506,260,0.7840044648201748,0.09612260788896168,0.1576923076923077,0.1576923076923077,0.1576923076923077,0.2061583969662443,44.14723753929138
24_mnist,C_latent_diff_uncond,Latent Diff (Uncond.),69,7603,100,0.09206892016309351,700,0.8533939694956644,0.38518690017608587,0.3814285714285715,0.38142857142857145,0.38142857142857145,0.6957888974573335,25.974793195724487
24_mnist,C_latent_diff_uncond,Latent Diff (Uncond.),72,7603,100,0.09206892016309351,700,0.854777736387906,0.386734858920242,0.3871428571428571,0.3871428571428571,0.3871428571428571,0.6974386387430773,25.75624418258667
24_mnist,C_latent_diff_uncond,Latent Diff (Uncond.),888,7603,100,0.09206892016309351,700,0.8588361168022185,0.39215598248614464,0.39571428571428574,0.39571428571428574,0.39571428571428574,0.7003621563823007,24.41809844970703
24_mnist,E_caldm_d,CALDM-D (proposed),69,7603,100,0.09206892016309351,700,0.8485062395231887,0.3800281874517568,0.37714285714285717,0.37714285714285717,0.37714285714285717,0.6914808262449713,64.89206314086914
24_mnist,E_caldm_d,CALDM-D (proposed),72,7603,100,0.09206892016309351,700,0.8546042093499722,0.3873882351098625,0.38857142857142857,0.38857142857142857,0.38857142857142857,0.694217458588817,64.35127449035645
24_mnist,E_caldm_d,CALDM-D (proposed),888,7603,100,0.09206892016309351,700,0.8522223256969019,0.38411342364040213,0.3842857142857143,0.3842857142857143,0.3842857142857143,0.6952506441842972,65.04024577140808
24_mnist,F_caldm_j,CALDM-J (jointly cond.),69,7603,100,0.09206892016309351,700,0.8548086753171498,0.40427801077384434,0.40714285714285714,0.40714285714285714,0.40714285714285714,0.19914865400678905,28.00032067298889
24_mnist,F_caldm_j,CALDM-J (jointly cond.),72,7603,100,0.09206892016309351,700,0.8467264750315598,0.39962638127608185,0.4085714285714286,0.4085714285714286,0.4085714285714286,0.1993441434791962,27.826352834701538
24_mnist,F_caldm_j,CALDM-J (jointly cond.),888,7603,100,0.09206892016309351,700,0.8319954057242193,0.3806288852868929,0.40285714285714286,0.40285714285714286,0.40285714285714286,0.19719859137866555,27.063007354736328
25_musk,C_latent_diff_uncond,Latent Diff (Uncond.),69,3062,166,0.03167864141084259,97,0.9989047478312268,0.9655595261749026,0.9175257731958762,0.9175257731958762,0.9175257731958762,1.1691190487103553,9.765134334564209
25_musk,C_latent_diff_uncond,Latent Diff (Uncond.),72,3062,166,0.03167864141084259,97,0.9978790354826933,0.9410555015753863,0.8659793814432989,0.865979381443299,0.865979381443299,1.20097259938678,9.789147853851318
25_musk,C_latent_diff_uncond,Latent Diff (Uncond.),888,3062,166,0.03167864141084259,97,0.999509744267311,0.9852850835998692,0.9484536082474226,0.9484536082474226,0.9484536082474226,1.192343940694374,10.009858131408691
25_musk,E_caldm_d,CALDM-D (proposed),69,3062,166,0.03167864141084259,97,1.0,0.9999999999999998,1.0,1.0,1.0,0.941995582009857,25.870492458343506
25_musk,E_caldm_d,CALDM-D (proposed),72,3062,166,0.03167864141084259,97,1.0,0.9999999999999999,1.0,1.0,1.0,0.9151950314651004,25.929542303085327
25_musk,E_caldm_d,CALDM-D (proposed),888,3062,166,0.03167864141084259,97,1.0,0.9999999999999999,1.0,1.0,1.0,1.1260605561507537,25.97795581817627
25_musk,F_caldm_j,CALDM-J (jointly cond.),69,3062,166,0.03167864141084259,97,0.9003181446775961,0.4400490892548748,0.3711340206185567,0.3711340206185567,0.3711340206185567,0.3969441980298714,11.577566146850586
25_musk,F_caldm_j,CALDM-J (jointly cond.),72,3062,166,0.03167864141084259,97,0.9163887971349594,0.4535254589586039,0.38144329896907214,0.38144329896907214,0.38144329896907214,0.40196429566765607,12.103238582611084
25_musk,F_caldm_j,CALDM-J (jointly cond.),888,3062,166,0.03167864141084259,97,0.9226299960014602,0.42656508285444267,0.3711340206185567,0.3711340206185567,0.3711340206185567,0.4320652910905443,13.282103538513184
26_optdigits,C_latent_diff_uncond,Latent Diff (Uncond.),69,5216,64,0.028757668711656442,150,0.47454928280036845,0.02471878498338433,0.0,0.0,0.0,1.3023242491520253,17.178093194961548
26_optdigits,C_latent_diff_uncond,Latent Diff (Uncond.),72,5216,64,0.028757668711656442,150,0.5354849322279247,0.027940546807523087,0.0,0.0,0.0,1.30388916727224,16.141034364700317
26_optdigits,C_latent_diff_uncond,Latent Diff (Uncond.),888,5216,64,0.028757668711656442,150,0.5429003816291618,0.028345414267524675,0.0,0.0,0.0,1.2961412047498788,17.147772312164307
26_optdigits,E_caldm_d,CALDM-D (proposed),69,5216,64,0.028757668711656442,150,0.5856165284905909,0.031282308759012084,0.0,0.0,0.0,1.2547920136912467,45.60785102844238
26_optdigits,E_caldm_d,CALDM-D (proposed),72,5216,64,0.028757668711656442,150,0.4928266877220687,0.025661424612939278,0.0,0.0,0.0,1.2658405518787768,45.32719707489014
26_optdigits,E_caldm_d,CALDM-D (proposed),888,5216,64,0.028757668711656442,150,0.5884932227924727,0.03165341127081492,0.0,0.0,0.0,1.2362887894083385,44.96819758415222
26_optdigits,F_caldm_j,CALDM-J (jointly cond.),69,5216,64,0.028757668711656442,150,0.4418239242005527,0.023693914499568015,0.0,0.0,0.0,0.4477043571236309,20.00876808166504
26_optdigits,F_caldm_j,CALDM-J (jointly cond.),72,5216,64,0.028757668711656442,150,0.4225003289906566,0.022943893122765877,0.0,0.0,0.0,0.44865322670687896,19.986558198928833
26_optdigits,F_caldm_j,CALDM-J (jointly cond.),888,5216,64,0.028757668711656442,150,0.3968666929859192,0.02182266976569034,0.0,0.0,0.0,0.4661164112800469,19.206392765045166
27_PageBlocks,C_latent_diff_uncond,Latent Diff (Uncond.),69,5393,10,0.09456703133691823,510,0.8874767601080981,0.47196973253427793,0.4176470588235294,0.4176470588235294,0.4176470588235294,0.9966491967655171,17.759063720703125
27_PageBlocks,C_latent_diff_uncond,Latent Diff (Uncond.),72,5393,10,0.09456703133691823,510,0.882295519067754,0.4637162641902318,0.403921568627451,0.403921568627451,0.403921568627451,1.00058632842601,16.62091302871704
27_PageBlocks,C_latent_diff_uncond,Latent Diff (Uncond.),888,5393,10,0.09456703133691823,510,0.8779997028506263,0.4555203232450721,0.38823529411764707,0.38823529411764707,0.38823529411764707,0.9930158886908601,17.417832374572754
27_PageBlocks,E_caldm_d,CALDM-D (proposed),69,5393,10,0.09456703133691823,510,0.9235051177956335,0.5561067425278381,0.5019607843137255,0.5019607843137255,0.5019607843137255,0.7024302771620646,47.5313937664032
27_PageBlocks,E_caldm_d,CALDM-D (proposed),72,5393,10,0.09456703133691823,510,0.9218183935462368,0.5496010452916165,0.4980392156862745,0.4980392156862745,0.4980392156862745,0.6971542028754808,47.46802830696106
27_PageBlocks,E_caldm_d,CALDM-D (proposed),888,5393,10,0.09456703133691823,510,0.9306545718840474,0.5749638333392516,0.5215686274509804,0.5215686274509804,0.5215686274509804,0.6704098600393411,47.563793897628784
27_PageBlocks,F_caldm_j,CALDM-J (jointly cond.),69,5393,10,0.09456703133691823,510,0.9037878514092509,0.4704581077889023,0.4176470588235294,0.4176470588235294,0.4176470588235294,0.15137038498304559,21.53364372253418
27_PageBlocks,F_caldm_j,CALDM-J (jointly cond.),72,5393,10,0.09456703133691823,510,0.9158300305581991,0.5447767006765372,0.49019607843137253,0.49019607843137253,0.49019607843137253,0.1702818398614463,20.7443950176239
27_PageBlocks,F_caldm_j,CALDM-J (jointly cond.),888,5393,10,0.09456703133691823,510,0.9154774668417439,0.576085680187811,0.5392156862745098,0.5392156862745098,0.5392156862745098,0.12933805658404832,21.8311665058136
28_pendigits,C_latent_diff_uncond,Latent Diff (Uncond.),69,6870,16,0.022707423580786028,156,0.9278115762700214,0.269070362967411,0.3525641025641026,0.3525641025641026,0.3525641025641026,1.4333797571440452,20.17377519607544
28_pendigits,C_latent_diff_uncond,Latent Diff (Uncond.),72,6870,16,0.022707423580786028,156,0.9502808902942953,0.2637059862027543,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.4374780983904043,20.98181986808777
28_pendigits,C_latent_diff_uncond,Latent Diff (Uncond.),888,6870,16,0.022707423580786028,156,0.9589634747141449,0.28533485369541867,0.3653846153846153,0.36538461538461536,0.36538461538461536,1.461419822555442,20.53343915939331
28_pendigits,E_caldm_d,CALDM-D (proposed),69,6870,16,0.022707423580786028,156,0.9137651520359296,0.2068021143468773,0.3269230769230769,0.3269230769230769,0.3269230769230769,0.8687152842767376,58.200406074523926
28_pendigits,E_caldm_d,CALDM-D (proposed),72,6870,16,0.022707423580786028,156,0.9379988619264759,0.2438727559656917,0.3653846153846153,0.36538461538461536,0.36538461538461536,0.9038094459142227,58.20057225227356
28_pendigits,E_caldm_d,CALDM-D (proposed),888,6870,16,0.022707423580786028,156,0.9057995921266698,0.18767046686316355,0.3141025641025641,0.3141025641025641,0.3141025641025641,0.8108509492665921,56.865869760513306
